Date,Platform,Niche,Keyword,Video URL,Channel,Subs(K),Publish Date,Views,Likes,Comments,Duration(sec),Hook(前3秒),Core Angle,Target Audience,7d Views/Subs,Comment Rate,Freshness Score,Total Score,Decision,Script Status,Publish Status,48h Views,48h Retention,Notes
,,,,,,,,,,,,,,,,,,,,,,,,
